id,claim,url,valid now?,valid before?,valid?,content analysis,result type,comment
2,"Under GDPR, when relying on consent to process personal data, consent must be explicit",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/lawful-basis-for-processing/consent/,TRUE,,TRUE,relevant,Incorrect,
2,"Under GDPR, when relying on consent to process personal data, consent must be explicit",https://gdpr-info.eu/art-7-gdpr/,TRUE,,TRUE,relevant,Incorrect,
2,"Under GDPR, when relying on consent to process personal data, consent must be explicit",https://ec.europa.eu/newsroom/article29/item-detail.cfm?item_id=623051,TRUE,,TRUE,relevant,Incorrect,
3,"Under GDPR, everyone needs a data protection officer",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/data-protection-officers/,FALSE,FALSE,FALSE,,Correct,
3,"Under GDPR, everyone needs a data protection officer",https://privacytrust.com/resources/insights/gdpr-do-you-need-a-data-protection-officer/,FALSE,FALSE,FALSE,,Correct,
3,"Under GDPR, everyone needs a data protection officer",https://edpb.europa.eu/our-work-tools/our-documents/guidelines/guidelines-14092017-data-protection-officers_en,FALSE,FALSE,FALSE,,Correct,
3,"Under GDPR, everyone needs a data protection officer",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/data-protection-officers/,FALSE,FALSE,FALSE,,Correct,
3,"Under GDPR, everyone needs a data protection officer",https://gdpr.eu/data-protection-officer/,TRUE,,TRUE,relevant,Correct,
3,"Under GDPR, everyone needs a data protection officer",https://www.dlapiperdataprotection.com/index.html?t=law&c=GDPR-DataProtectionOfficer,TRUE,,TRUE,relevant,Correct,
3,"Under GDPR, everyone needs a data protection officer",https://gdpr.eu/data-protection-officer/,TRUE,,TRUE,relevant,Correct,
4,The GDPR will only affect organisations in Europe,https://europa.eu/european-union/about-eu/eu-legislation/eu-laws-regulations-revised/eu-data-protection-rules_en,FALSE,FALSE,FALSE,,Correct,
4,The GDPR will only affect organisations in Europe,https://iapp.org/news/a/gdpr-who-does-it-apply-to-and-what-does-it-require/,FALSE,FALSE,FALSE,,Correct,
4,The GDPR will only affect organisations in Europe,https://www.forbes.com/sites/forbestechcouncil/2018/04/23/extraterritorial-application-of-gdpr/?sh=6a4d6a9e6dce,FALSE,FALSE,FALSE,,Correct,
4,The GDPR will only affect organisations in Europe,https://iapp.org/resources/article/the-eu-gdpr-and-its-impact-outside-of-europe/,FALSE,FALSE,FALSE,,Correct,
4,The GDPR will only affect organisations in Europe,https://iapp.org/resources/article/does-the-gdpr-apply-to-your-us-based-business/,FALSE,FALSE,FALSE,,Correct,
4,The GDPR will only affect organisations in Europe,https://www.gdpr.eu/who-must-comply-with-gdpr/,FALSE,FALSE,FALSE,,Correct,
4,The GDPR will only affect organisations in Europe,https://iapp.org/news/a/new-iapp-digest-layout-132465/,FALSE,FALSE,FALSE,,Correct,
4,The GDPR will only affect organisations in Europe,https://gdpr.eu/,FALSE,TRUE,TRUE,relevant,Correct,
4,The GDPR will only affect organisations in Europe,https://gdpr.eu/,FALSE,TRUE,TRUE,relevant,Correct,
4,The GDPR will only affect organisations in Europe,https://ec.europa.eu/info/law/law-topic/data-protection_en,TRUE,,TRUE,relevant,Correct,
4,The GDPR will only affect organisations in Europe,https://ico.org.uk/for-organisations/guide-to-data-protection/introduction-to-data-protection/,TRUE,,TRUE,relevant,Correct,
4,The GDPR will only affect organisations in Europe,https://ec.europa.eu/info/law/law-topic/data-protection_en,TRUE,,TRUE,relevant,Correct,
4,The GDPR will only affect organisations in Europe,https://ec.europa.eu/info/law/law-topic/data-protection_en,TRUE,,TRUE,relevant,Correct,
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://www.dataprotection.ie/en/news-media/blogs/one-stop-shop,FALSE,FALSE,FALSE,,Incorrect,
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://iapp.org/news/a/the-role-of-the-lead-supervisory-authority-under-gdpr/,FALSE,FALSE,FALSE,,Incorrect,
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://www.sitepoint.com/data-protection-gdpr-for-developers/,FALSE,FALSE,FALSE,,Incorrect,
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://eugdpr.org/the-gdpr-one-stop-shop-and-lead-data-protection-authority/,FALSE,FALSE,FALSE,,Incorrect,
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://www.dataguidance.com/the-one-stop-shop-under-the-gdpr-a-single-regulator-for-the-eu,FALSE,FALSE,FALSE,,Incorrect,
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://ec.europa.eu/info/law/law-topic/data-protection/reform/rules-business-and-organisations/when-does-one-stop-shop-apply_en,FALSE,FALSE,FALSE,,Incorrect,
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://gdpr.eu/one-stop-shop-gdpr/,FALSE,FALSE,FALSE,,Incorrect,
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://iapp.org/news/a/the-gdprs-one-stop-shop-mechanism-what-you-need-to-know/,FALSE,FALSE,FALSE,,Incorrect,
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://ec.europa.eu/commission/priorities/justice-and-fundamental-rights/data-protection/2018-reform-eu-data-protection-rules_en,TRUE,,TRUE,relevant,Incorrect,general information
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679&from=EN,TRUE,,TRUE,relevant,Incorrect,general information
5,"Under GDPR, controllers and processors will only have to answer to a single data protection authority",https://ec.europa.eu/info/law/law-topic/data-protection_en,TRUE,,TRUE,relevant,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://edpb.europa.eu/sites/edpb/files/consultation/edpb_guidelines_201904_dpias_and_hris_en.pdf,FALSE,FALSE,FALSE,,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://edpb.europa.eu/sites/edpb/files/files/file1/edpb_guidelines_202107_video_surveillance_devices_en.pdf,FALSE,FALSE,FALSE,,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://ec.europa.eu/info/law/law-topic/data-protection/reform/rules-business-and-organisations/principles-gdpr/what-personal-data_en,FALSE,FALSE,FALSE,,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://ec.europa.eu/info/law/law-topic/data-protection/reform/rules-business-and-organisations/principles-gdpr/gdpr-changes_en,FALSE,FALSE,FALSE,,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/special-category-data/biometric-data/,FALSE,FALSE,FALSE,,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://iapp.org/news/a/biometric-data-what-it-is-and-how-it-is-regulated/,FALSE,FALSE,FALSE,,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://eur-lex.europa.eu/eli/reg/2016/679/oj,TRUE,,TRUE,relevant,Incorrect,"correct information, but ChatGPT doesn't get it all"
6,Biometric data are sensitive data under the GDPR,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52020XC1216(01)&from=EN,TRUE,,TRUE,irrelevant,Incorrect,irrelevant
6,Biometric data are sensitive data under the GDPR,https://gdpr-info.eu/art-9-gdpr/,TRUE,,TRUE,relevant,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R0679,TRUE,,TRUE,relevant,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R0679#d1e1385-1-1,TRUE,,TRUE,relevant,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://ec.europa.eu/newsroom/article29/item-detail.cfm?item_id=612053,TRUE,,TRUE,relevant,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://ec.europa.eu/info/law/law-topic/data-protection/data-protection-eu_en,TRUE,,TRUE,relevant,Incorrect,
6,Biometric data are sensitive data under the GDPR,https://gdpr-info.eu/art-9-gdpr/,TRUE,,TRUE,relevant,Incorrect,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://ec.europa.eu/info/law/law-topic/data-protection/reform/rights-citizens/my-rights/can-i-ask-delete-my-data_en,FALSE,FALSE,FALSE,,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://ec.europa.eu/info/law/law-topic/data-protection/reform/rights-citizens/my-rights/erasure-right-be-forgotten_en,FALSE,FALSE,FALSE,,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://www.law360.com/articles/1059819/gdpr-s-right-to-be-forgotten-how-far-does-it-go,FALSE,FALSE,FALSE,,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://searchcio.techtarget.com/definition/General-Data-Protection-Regulation-GDPR,FALSE,FALSE,FALSE,,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://ec.europa.eu/info/law/law-topic/data-protection/reform/rights-citizens/my-rights/can-i-ask-data-about-me-be-deleted_en,FALSE,FALSE,FALSE,,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/right-to-erasure/,FALSE,FALSE,FALSE,,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://eur-lex.europa.eu/eli/reg/2016/679/oj,TRUE,,TRUE,relevant,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32016R0679#d1e1033-1-1,TRUE,,TRUE,relevant,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/individual-rights/right-to-erasure/,TRUE,,TRUE,relevant,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://gdpr.eu/,TRUE,,TRUE,relevant,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://eur-lex.europa.eu/eli/reg/2016/679/oj,TRUE,,TRUE,relevant,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://gdpr.eu,TRUE,,TRUE,relevant,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32016R0679,TRUE,,TRUE,relevant,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://edpb.europa.eu/,TRUE,,TRUE,relevant,Correct,
7,"Under GDPR, individuals have an absolute right to be forgotten",https://gdpr-info.eu/art-17-gdpr/,TRUE,,TRUE,relevant,Correct,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://gdpr.eu/article-8-understanding-the-requirements-of-processing-data-of-minors/,FALSE,FALSE,FALSE,,Incorrect,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://ico.org.uk/for-organisations/childrens-data/,FALSE,FALSE,FALSE,,Incorrect,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/children/,FALSE,FALSE,FALSE,,Incorrect,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://edpb.europa.eu/sites/edpb/files/files/file1/2020_11_10_guidelines_art_37_final_en.pdf,FALSE,FALSE,FALSE,,Incorrect,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/children/,FALSE,FALSE,FALSE,,Incorrect,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://edpb.europa.eu/sites/edpb/files/consultation/edpb_guidelines_202005_consent_en.pdf,FALSE,FALSE,FALSE,,Incorrect,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://edpb.europa.eu/our-work-tools/general-guidance/gdpr-guidelines-recommendations-best-practices_en#children's_consent_in_relation_to_information_society_services_directly_offered_to_children,TRUE,,TRUE,relevant,Incorrect,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://gdpr-info.eu/art-8-gdpr/,TRUE,,TRUE,relevant,Incorrect,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://gdpr-info.eu/art-8-gdpr/,TRUE,,TRUE,relevant,Incorrect,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://ec.europa.eu/newsroom/article29/document.cfm?action=display&doc_id=51025,TRUE,,TRUE,relevant,Incorrect,
8,"Under GDPR, parental consent is always required when collecting personal data from children",https://gdpr-info.eu/art-8-gdpr/,TRUE,,TRUE,relevant,Incorrect,
9,"Under GDPR, every business will be subject to new data portability rules",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/individual-rights/right-to-data-portability/,TRUE,,TRUE,relevant,Incorrect,"correct information, but ChatGPT doesn't get it all"
9,"Under GDPR, every business will be subject to new data portability rules",https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32016R0679,TRUE,,TRUE,relevant,Incorrect,
9,"Under GDPR, every business will be subject to new data portability rules",https://ec.europa.eu/info/law/law-topic/data-protection/data-protection-eu_en#dataportability,TRUE,,TRUE,relevant,Incorrect,
10,"Under GDPR, profiling activities always require consent",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/processing-special-category-data/#profiling,FALSE,FALSE,FALSE,,Correct,
10,"Under GDPR, profiling activities always require consent",https://edpb.europa.eu/our-work-tools/public-consultations-art-704/20202guidelines-22020-legitimate-interests_en,FALSE,FALSE,FALSE,,Correct,
10,"Under GDPR, profiling activities always require consent",https://edpb.europa.eu/our-work-tools/general-guidance/guidelines-recommendations-best-practices/guidelines-32018-use_en,FALSE,FALSE,FALSE,,Correct,
10,"Under GDPR, profiling activities always require consent",https://edpb.europa.eu/our-work-tools/general-guidance/gdpr-guidelines-recommendations-board_en,FALSE,FALSE,FALSE,,Correct,
10,"Under GDPR, profiling activities always require consent",https://edpb.europa.eu/system/files/2021-01/draft_guidelines_on_v20210129_automated_individual_decision-making_and_profiling.pdf,FALSE,FALSE,FALSE,,Correct,
10,"Under GDPR, profiling activities always require consent",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/profiling/what-is-profiling-under-the-gdpr/,FALSE,FALSE,FALSE,,Correct,
10,"Under GDPR, profiling activities always require consent",https://iapp.org/news/a/gdpr-when-is-profiling-personal-data-processing/,FALSE,FALSE,FALSE,,Correct,
10,"Under GDPR, profiling activities always require consent",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679&from=EN#d1e3509-1-1,TRUE,,TRUE,relevant,Correct,
10,"Under GDPR, profiling activities always require consent",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679&from=EN#d1e1933-1-1,TRUE,,TRUE,relevant,Correct,
10,"Under GDPR, profiling activities always require consent",https://gdpr-info.eu/art-22-gdpr/,TRUE,,TRUE,relevant,Correct,
10,"Under GDPR, profiling activities always require consent",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/automated-decision-making-and-profiling/,TRUE,,TRUE,relevant,Correct,
11,Pseudonymised data (eg hashed data) are treated exactly like any other personal data under the GDPR,https://ec.europa.eu/info/law/law-topic/data-protection/reform/rules-business-and-organisations/guidance-eu-data-protection-rules_en#guidance-on-the-implementation-of-gdpr-article-4-13-pseudonymisation,FALSE,FALSE,FALSE,,Incorrect,
11,Pseudonymised data (eg hashed data) are treated exactly like any other personal data under the GDPR,https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/pseudonymisation/,FALSE,FALSE,FALSE,,Incorrect,
11,Pseudonymised data (eg hashed data) are treated exactly like any other personal data under the GDPR,https://www.dataguidance.com/pseudonymisation,FALSE,FALSE,FALSE,,Incorrect,
12,The GDPR will reduce paperwork for organisations as the notification requirement will be scrapped,https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/gdpr-faqs/,FALSE,FALSE,FALSE,,Incorrect,
12,The GDPR will reduce paperwork for organisations as the notification requirement will be scrapped,https://gdpr-info.eu/art-30-gdpr/,TRUE,,TRUE,relevant,Incorrect,"correct information, but ChatGPT doesn't get it all"
12,The GDPR will reduce paperwork for organisations as the notification requirement will be scrapped,https://ec.europa.eu/info/law/law-topic/data-protection_en,TRUE,,TRUE,relevant,Incorrect,general information
12,The GDPR will reduce paperwork for organisations as the notification requirement will be scrapped,https://ec.europa.eu/info/law/law-topic/data-protection/data-protection-eu_en,TRUE,,TRUE,relevant,Incorrect,
12,The GDPR will reduce paperwork for organisations as the notification requirement will be scrapped,https://ec.europa.eu/info/law/law-topic/data-protection/eu-data-protection-rules_en,TRUE,,TRUE,relevant,Incorrect,
12,The GDPR will reduce paperwork for organisations as the notification requirement will be scrapped,https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/,TRUE,,TRUE,relevant,Incorrect,
12,The GDPR will reduce paperwork for organisations as the notification requirement will be scrapped,https://gdpr.eu/what-is-gdpr/,TRUE,,TRUE,relevant,Incorrect,
13,"Since my organisation is compliant under the Directive, there will not be too much work involved in becoming GDPR compliant",https://gdpr-info.eu/,TRUE,,TRUE,relevant,Others,
13,"Since my organisation is compliant under the Directive, there will not be too much work involved in becoming GDPR compliant",https://ec.europa.eu/newsroom/article29/item-detail.cfm?item_id=623051,TRUE,,TRUE,relevant,Others,
13,"Since my organisation is compliant under the Directive, there will not be too much work involved in becoming GDPR compliant",https://gdpr-info.eu/chapter-3/,TRUE,,TRUE,relevant,Others,
13,"Since my organisation is compliant under the Directive, there will not be too much work involved in becoming GDPR compliant",https://gdpr-info.eu/art-35-gdpr/,TRUE,,TRUE,relevant,Others,
13,"Since my organisation is compliant under the Directive, there will not be too much work involved in becoming GDPR compliant",https://gdpr-info.eu/art-33-gdpr/,TRUE,,TRUE,relevant,Others,
13,"Since my organisation is compliant under the Directive, there will not be too much work involved in becoming GDPR compliant",https://gdpr.eu/,TRUE,,TRUE,relevant,Others,
13,"Since my organisation is compliant under the Directive, there will not be too much work involved in becoming GDPR compliant",https://ec.europa.eu/commission/priorities/justice-and-fundamental-rights/data-protection/2018-reform-eu-data-protection-rules_en,TRUE,,TRUE,relevant,Others,
13,"Since my organisation is compliant under the Directive, there will not be too much work involved in becoming GDPR compliant",https://ico.org.uk/for-organisations/data-protection-reform/overview-of-the-gdpr/,TRUE,,TRUE,relevant,Others,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://ec.europa.eu/info/law/law-topic/data-protection/data-protection-eu_en,FALSE,FALSE,FALSE,,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://ico.org.uk/for-organisations/data-protection-act-2018/uk-gdpr-which-law-applies-to-me/,FALSE,FALSE,FALSE,,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://gdpr.eu/gdpr-uk/,FALSE,FALSE,FALSE,,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/international-transfers-outside-the-eea/,FALSE,FALSE,FALSE,,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://ec.europa.eu/info/law/law-topic/data-protection/international-dimension-data-protection/explaining-general-data-protection-regulation#extraterritorial-application-of-the-gdpr,FALSE,FALSE,FALSE,,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://ico.org.uk/for-organisations/data-protection-if-there-s-no-brexit-deal/,FALSE,FALSE,FALSE,,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://ec.europa.eu/info/brexit/brexit-preparedness/data-protection_en,FALSE,FALSE,FALSE,,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://www.gov.uk/guidance/data-protection-and-brexit,FALSE,FALSE,FALSE,,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://ico.org.uk/for-organisations/data-protection-and-brexit/data-protection-and-brexit-faqs/,FALSE,FALSE,FALSE,,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://www.gov.uk/guidance/using-personal-data-after-brexit,FALSE,TRUE,TRUE,relevant,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://www.gov.uk/guidance/using-personal-data-after-brexit,TRUE,,TRUE,relevant,Correct,
15,"The UK has voted to leave the EU, so there is no need to worry about the GDPR",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679&from=EN,TRUE,,TRUE,relevant,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://www.forbes.com/sites/insights-intelai/2019/11/06/the-role-of-classical-algorithms-in-self-driving-cars/?sh=599638061063,FALSE,FALSE,FALSE,,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://www.technologyreview.com/2019/04/17/135447/how-do-self-driving-cars-work/,FALSE,FALSE,FALSE,,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://developer.nvidia.com/blog/designing-self-driving-cars-with-deep-learning-computer-vision-and-robotics/,FALSE,FALSE,FALSE,,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://spectrum.ieee.org/how-self-driving-cars-work,FALSE,FALSE,FALSE,,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://www.wired.com/story/how-self-driving-cars-see-make-decisions/,FALSE,FALSE,FALSE,,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://auto.howstuffworks.com/self-driving-car.htm,FALSE,FALSE,FALSE,,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://www.wired.com/story/how-self-driving-cars-work/,FALSE,FALSE,FALSE,,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://builtin.com/artificial-intelligence/self-driving-car-algorithms,FALSE,FALSE,FALSE,,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://towardsdatascience.com/how-do-self-driving-cars-work-30e0e3b0c536,FALSE,FALSE,FALSE,,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://www.theverge.com/2018/4/16/17243026/self-driving-car-how-it-works-infographic,FALSE,FALSE,FALSE,,Correct,
19,Self-driving cars are controlled by classical computer algorithms (if-then rules),https://www.techopedia.com/how-do-self-driving-cars-work/2/33324,FALSE,FALSE,FALSE,,Correct,
23,Self-driving cars will increase congestion in cities,https://medium.com/@Armandocordoba/will-self-driving-cars-increase-or-decrease-traffic-congestion-2a1d5aab31af,FALSE,FALSE,FALSE,,Others,
23,Self-driving cars will increase congestion in cities,https://medium.com/@stevelevine/will-autonomous-cars-make-congestion-worse-or-better-84cf0b068f7c,FALSE,FALSE,FALSE,,Others,
23,Self-driving cars will increase congestion in cities,https://www.triplepundit.com/story/2019/how-self-driving-cars-can-reduce-congestion/84456,FALSE,FALSE,FALSE,,Others,
23,Self-driving cars will increase congestion in cities,https://www.its.ucdavis.edu/2018/09/30/self-driving-cars-could-increase-congestion-by-60-says-a-new-uc-davis-study/,FALSE,FALSE,FALSE,,Others,
23,Self-driving cars will increase congestion in cities,https://www.theverge.com/2018/9/21/17884234/self-driving-cars-traffic-congestion-public-transit,FALSE,FALSE,FALSE,,Others,
23,Self-driving cars will increase congestion in cities,https://www.weforum.org/agenda/2019/09/self-driving-cars-congestion-cities/,FALSE,FALSE,FALSE,,Others,
23,Self-driving cars will increase congestion in cities,https://www.citymetric.com/transport/will-self-driving-cars-make-congestion-better-or-worse-3933,FALSE,FALSE,FALSE,,Others,
